index,,,,price,st,ed,type
10000255.SH,华夏上证50ETF期权1507认购2.60,OP510050.SH,ETF期权,2.6,20150629,20150722,购
10000256.SH,华夏上证50ETF期权1507认购2.65,OP510050.SH,ETF期权,2.65,20150629,20150722,购
10000257.SH,华夏上证50ETF期权1507认购2.70,OP510050.SH,ETF期权,2.7,20150629,20150722,购
10000258.SH,华夏上证50ETF期权1507认沽2.60,OP510050.SH,ETF期权,2.6,20150629,20150722,沽
10000259.SH,华夏上证50ETF期权1507认沽2.65,OP510050.SH,ETF期权,2.65,20150629,20150722,沽
10000260.SH,华夏上证50ETF期权1507认沽2.70,OP510050.SH,ETF期权,2.7,20150629,20150722,沽
10000261.SH,华夏上证50ETF期权1508认购2.60,OP510050.SH,ETF期权,2.6,20150629,20150826,购
10000262.SH,华夏上证50ETF期权1508认购2.65,OP510050.SH,ETF期权,2.65,20150629,20150826,购
10000263.SH,华夏上证50ETF期权1508认购2.70,OP510050.SH,ETF期权,2.7,20150629,20150826,购
10000264.SH,华夏上证50ETF期权1508认购2.75,OP510050.SH,ETF期权,2.75,20150629,20150826,购
10000265.SH,华夏上证50ETF期权1508认沽2.60,OP510050.SH,ETF期权,2.6,20150629,20150826,沽
10000266.SH,华夏上证50ETF期权1508认沽2.65,OP510050.SH,ETF期权,2.65,20150629,20150826,沽
10000267.SH,华夏上证50ETF期权1508认沽2.70,OP510050.SH,ETF期权,2.7,20150629,20150826,沽
10000268.SH,华夏上证50ETF期权1508认沽2.75,OP510050.SH,ETF期权,2.75,20150629,20150826,沽
10000269.SH,华夏上证50ETF期权1512认购2.60,OP510050.SH,ETF期权,2.6,20150629,20151223,购
10000270.SH,华夏上证50ETF期权1512认购2.65,OP510050.SH,ETF期权,2.65,20150629,20151223,购
10000271.SH,华夏上证50ETF期权1512认购2.70,OP510050.SH,ETF期权,2.7,20150629,20151223,购
10000272.SH,华夏上证50ETF期权1512认沽2.60,OP510050.SH,ETF期权,2.6,20150629,20151223,沽
10000273.SH,华夏上证50ETF期权1512认沽2.65,OP510050.SH,ETF期权,2.65,20150629,20151223,沽
10000274.SH,华夏上证50ETF期权1512认沽2.70,OP510050.SH,ETF期权,2.7,20150629,20151223,沽
10000275.SH,华夏上证50ETF期权1507认购2.55,OP510050.SH,ETF期权,2.55,20150630,20150722,购
10000276.SH,华夏上证50ETF期权1507认沽2.55,OP510050.SH,ETF期权,2.55,20150630,20150722,沽
10000277.SH,华夏上证50ETF期权1508认购2.55,OP510050.SH,ETF期权,2.55,20150630,20150826,购
10000278.SH,华夏上证50ETF期权1508认沽2.55,OP510050.SH,ETF期权,2.55,20150630,20150826,沽
10000279.SH,华夏上证50ETF期权1512认购2.55,OP510050.SH,ETF期权,2.55,20150630,20151223,购
10000280.SH,华夏上证50ETF期权1512认沽2.55,OP510050.SH,ETF期权,2.55,20150630,20151223,沽
10000281.SH,华夏上证50ETF期权1507认购2.50,OP510050.SH,ETF期权,2.5,20150706,20150722,购
10000282.SH,华夏上证50ETF期权1507认沽2.50,OP510050.SH,ETF期权,2.5,20150706,20150722,沽
10000283.SH,华夏上证50ETF期权1508认购2.50,OP510050.SH,ETF期权,2.5,20150706,20150826,购
10000284.SH,华夏上证50ETF期权1508认沽2.50,OP510050.SH,ETF期权,2.5,20150706,20150826,沽
10000285.SH,华夏上证50ETF期权1512认购2.50,OP510050.SH,ETF期权,2.5,20150706,20151223,购
10000286.SH,华夏上证50ETF期权1512认沽2.50,OP510050.SH,ETF期权,2.5,20150706,20151223,沽
10000287.SH,华夏上证50ETF期权1603认购2.65,OP510050.SH,ETF期权,2.65,20150723,20160323,购
10000288.SH,华夏上证50ETF期权1603认购2.70,OP510050.SH,ETF期权,2.7,20150723,20160323,购
10000289.SH,华夏上证50ETF期权1603认购2.75,OP510050.SH,ETF期权,2.75,20150723,20160323,购
10000290.SH,华夏上证50ETF期权1603认购2.80,OP510050.SH,ETF期权,2.8,20150723,20160323,购
10000291.SH,华夏上证50ETF期权1603认购2.85,OP510050.SH,ETF期权,2.85,20150723,20160323,购
10000292.SH,华夏上证50ETF期权1603认沽2.65,OP510050.SH,ETF期权,2.65,20150723,20160323,沽
10000293.SH,华夏上证50ETF期权1603认沽2.70,OP510050.SH,ETF期权,2.7,20150723,20160323,沽
10000294.SH,华夏上证50ETF期权1603认沽2.75,OP510050.SH,ETF期权,2.75,20150723,20160323,沽
10000295.SH,华夏上证50ETF期权1603认沽2.80,OP510050.SH,ETF期权,2.8,20150723,20160323,沽
10000296.SH,华夏上证50ETF期权1603认沽2.85,OP510050.SH,ETF期权,2.85,20150723,20160323,沽
10000297.SH,华夏上证50ETF期权1603认购2.90,OP510050.SH,ETF期权,2.9,20150724,20160323,购
10000298.SH,华夏上证50ETF期权1603认沽2.90,OP510050.SH,ETF期权,2.9,20150724,20160323,沽
10000299.SH,华夏上证50ETF期权1508认购2.40,OP510050.SH,ETF期权,2.4,20150728,20150826,购
10000300.SH,华夏上证50ETF期权1508认购2.45,OP510050.SH,ETF期权,2.45,20150728,20150826,购
10000301.SH,华夏上证50ETF期权1508认沽2.40,OP510050.SH,ETF期权,2.4,20150728,20150826,沽
10000302.SH,华夏上证50ETF期权1508认沽2.45,OP510050.SH,ETF期权,2.45,20150728,20150826,沽
10000303.SH,华夏上证50ETF期权1512认购2.40,OP510050.SH,ETF期权,2.4,20150728,20151223,购
10000304.SH,华夏上证50ETF期权1512认购2.45,OP510050.SH,ETF期权,2.45,20150728,20151223,购
10000305.SH,华夏上证50ETF期权1512认沽2.40,OP510050.SH,ETF期权,2.4,20150728,20151223,沽
10000306.SH,华夏上证50ETF期权1512认沽2.45,OP510050.SH,ETF期权,2.45,20150728,20151223,沽
10000307.SH,华夏上证50ETF期权1603认购2.40,OP510050.SH,ETF期权,2.4,20150728,20160323,购
10000308.SH,华夏上证50ETF期权1603认购2.45,OP510050.SH,ETF期权,2.45,20150728,20160323,购
10000309.SH,华夏上证50ETF期权1603认购2.50,OP510050.SH,ETF期权,2.5,20150728,20160323,购
10000310.SH,华夏上证50ETF期权1603认购2.55,OP510050.SH,ETF期权,2.55,20150728,20160323,购
10000311.SH,华夏上证50ETF期权1603认购2.60,OP510050.SH,ETF期权,2.6,20150728,20160323,购
10000312.SH,华夏上证50ETF期权1603认沽2.40,OP510050.SH,ETF期权,2.4,20150728,20160323,沽
10000313.SH,华夏上证50ETF期权1603认沽2.45,OP510050.SH,ETF期权,2.45,20150728,20160323,沽
10000314.SH,华夏上证50ETF期权1603认沽2.50,OP510050.SH,ETF期权,2.5,20150728,20160323,沽
10000315.SH,华夏上证50ETF期权1603认沽2.55,OP510050.SH,ETF期权,2.55,20150728,20160323,沽
10000316.SH,华夏上证50ETF期权1603认沽2.60,OP510050.SH,ETF期权,2.6,20150728,20160323,沽
10000317.SH,华夏上证50ETF期权1508认购2.35,OP510050.SH,ETF期权,2.35,20150731,20150826,购
10000318.SH,华夏上证50ETF期权1508认沽2.35,OP510050.SH,ETF期权,2.35,20150731,20150826,沽
10000319.SH,华夏上证50ETF期权1512认购2.35,OP510050.SH,ETF期权,2.35,20150731,20151223,购
10000320.SH,华夏上证50ETF期权1512认沽2.35,OP510050.SH,ETF期权,2.35,20150731,20151223,沽
10000321.SH,华夏上证50ETF期权1603认购2.35,OP510050.SH,ETF期权,2.35,20150731,20160323,购
10000322.SH,华夏上证50ETF期权1603认沽2.35,OP510050.SH,ETF期权,2.35,20150731,20160323,沽
10000323.SH,华夏上证50ETF期权1508认购2.30,OP510050.SH,ETF期权,2.3,20150819,20150826,购
10000324.SH,华夏上证50ETF期权1508认沽2.30,OP510050.SH,ETF期权,2.3,20150819,20150826,沽
10000325.SH,华夏上证50ETF期权1512认购2.30,OP510050.SH,ETF期权,2.3,20150819,20151223,购
10000326.SH,华夏上证50ETF期权1512认沽2.30,OP510050.SH,ETF期权,2.3,20150819,20151223,沽
10000327.SH,华夏上证50ETF期权1603认购2.30,OP510050.SH,ETF期权,2.3,20150819,20160323,购
10000328.SH,华夏上证50ETF期权1603认沽2.30,OP510050.SH,ETF期权,2.3,20150819,20160323,沽
10000329.SH,华夏上证50ETF期权1508认购2.25,OP510050.SH,ETF期权,2.25,20150821,20150826,购
10000330.SH,华夏上证50ETF期权1508认沽2.25,OP510050.SH,ETF期权,2.25,20150821,20150826,沽
10000331.SH,华夏上证50ETF期权1512认购2.25,OP510050.SH,ETF期权,2.25,20150821,20151223,购
10000332.SH,华夏上证50ETF期权1512认沽2.25,OP510050.SH,ETF期权,2.25,20150821,20151223,沽
10000333.SH,华夏上证50ETF期权1603认购2.25,OP510050.SH,ETF期权,2.25,20150821,20160323,购
10000334.SH,华夏上证50ETF期权1603认沽2.25,OP510050.SH,ETF期权,2.25,20150821,20160323,沽
10000335.SH,华夏上证50ETF期权1508认购2.15,OP510050.SH,ETF期权,2.15,20150824,20150826,购
10000336.SH,华夏上证50ETF期权1508认购2.20,OP510050.SH,ETF期权,2.2,20150824,20150826,购
10000337.SH,华夏上证50ETF期权1508认沽2.15,OP510050.SH,ETF期权,2.15,20150824,20150826,沽
10000338.SH,华夏上证50ETF期权1508认沽2.20,OP510050.SH,ETF期权,2.2,20150824,20150826,沽
10000339.SH,华夏上证50ETF期权1509认购2.15,OP510050.SH,ETF期权,2.15,20150824,20150923,购
10000340.SH,华夏上证50ETF期权1509认沽2.15,OP510050.SH,ETF期权,2.15,20150824,20150923,沽
10000341.SH,华夏上证50ETF期权1512认购2.15,OP510050.SH,ETF期权,2.15,20150824,20151223,购
10000342.SH,华夏上证50ETF期权1512认购2.20,OP510050.SH,ETF期权,2.2,20150824,20151223,购
10000343.SH,华夏上证50ETF期权1512认沽2.15,OP510050.SH,ETF期权,2.15,20150824,20151223,沽
10000344.SH,华夏上证50ETF期权1512认沽2.20,OP510050.SH,ETF期权,2.2,20150824,20151223,沽
10000345.SH,华夏上证50ETF期权1603认购2.15,OP510050.SH,ETF期权,2.15,20150824,20160323,购
10000346.SH,华夏上证50ETF期权1603认购2.20,OP510050.SH,ETF期权,2.2,20150824,20160323,购
10000347.SH,华夏上证50ETF期权1603认沽2.15,OP510050.SH,ETF期权,2.15,20150824,20160323,沽
10000348.SH,华夏上证50ETF期权1603认沽2.20,OP510050.SH,ETF期权,2.2,20150824,20160323,沽
10000349.SH,华夏上证50ETF期权1508认购1.95,OP510050.SH,ETF期权,1.95,20150825,20150826,购
10000350.SH,华夏上证50ETF期权1508认购2.00,OP510050.SH,ETF期权,2,20150825,20150826,购
10000351.SH,华夏上证50ETF期权1508认购2.05,OP510050.SH,ETF期权,2.05,20150825,20150826,购
10000352.SH,华夏上证50ETF期权1508认购2.10,OP510050.SH,ETF期权,2.1,20150825,20150826,购
10000353.SH,华夏上证50ETF期权1508认沽1.95,OP510050.SH,ETF期权,1.95,20150825,20150826,沽
10000354.SH,华夏上证50ETF期权1508认沽2.00,OP510050.SH,ETF期权,2,20150825,20150826,沽
10000355.SH,华夏上证50ETF期权1508认沽2.05,OP510050.SH,ETF期权,2.05,20150825,20150826,沽
10000356.SH,华夏上证50ETF期权1508认沽2.10,OP510050.SH,ETF期权,2.1,20150825,20150826,沽
10000357.SH,华夏上证50ETF期权1509认购1.95,OP510050.SH,ETF期权,1.95,20150825,20150923,购
10000358.SH,华夏上证50ETF期权1509认购2.00,OP510050.SH,ETF期权,2,20150825,20150923,购
10000359.SH,华夏上证50ETF期权1509认购2.05,OP510050.SH,ETF期权,2.05,20150825,20150923,购
10000360.SH,华夏上证50ETF期权1509认购2.10,OP510050.SH,ETF期权,2.1,20150825,20150923,购
10000361.SH,华夏上证50ETF期权1509认沽1.95,OP510050.SH,ETF期权,1.95,20150825,20150923,沽
10000362.SH,华夏上证50ETF期权1509认沽2.00,OP510050.SH,ETF期权,2,20150825,20150923,沽
10000363.SH,华夏上证50ETF期权1509认沽2.05,OP510050.SH,ETF期权,2.05,20150825,20150923,沽
10000364.SH,华夏上证50ETF期权1509认沽2.10,OP510050.SH,ETF期权,2.1,20150825,20150923,沽
10000365.SH,华夏上证50ETF期权1512认购1.95,OP510050.SH,ETF期权,1.95,20150825,20151223,购
10000366.SH,华夏上证50ETF期权1512认购2.00,OP510050.SH,ETF期权,2,20150825,20151223,购
10000367.SH,华夏上证50ETF期权1512认购2.05,OP510050.SH,ETF期权,2.05,20150825,20151223,购
10000368.SH,华夏上证50ETF期权1512认购2.10,OP510050.SH,ETF期权,2.1,20150825,20151223,购
10000369.SH,华夏上证50ETF期权1512认沽1.95,OP510050.SH,ETF期权,1.95,20150825,20151223,沽
10000370.SH,华夏上证50ETF期权1512认沽2.00,OP510050.SH,ETF期权,2,20150825,20151223,沽
10000371.SH,华夏上证50ETF期权1512认沽2.05,OP510050.SH,ETF期权,2.05,20150825,20151223,沽
10000372.SH,华夏上证50ETF期权1512认沽2.10,OP510050.SH,ETF期权,2.1,20150825,20151223,沽
10000373.SH,华夏上证50ETF期权1603认购1.95,OP510050.SH,ETF期权,1.95,20150825,20160323,购
10000374.SH,华夏上证50ETF期权1603认购2.00,OP510050.SH,ETF期权,2,20150825,20160323,购
10000375.SH,华夏上证50ETF期权1603认购2.05,OP510050.SH,ETF期权,2.05,20150825,20160323,购
10000376.SH,华夏上证50ETF期权1603认购2.10,OP510050.SH,ETF期权,2.1,20150825,20160323,购
10000377.SH,华夏上证50ETF期权1603认沽1.95,OP510050.SH,ETF期权,1.95,20150825,20160323,沽
10000378.SH,华夏上证50ETF期权1603认沽2.00,OP510050.SH,ETF期权,2,20150825,20160323,沽
10000379.SH,华夏上证50ETF期权1603认沽2.05,OP510050.SH,ETF期权,2.05,20150825,20160323,沽
10000380.SH,华夏上证50ETF期权1603认沽2.10,OP510050.SH,ETF期权,2.1,20150825,20160323,沽
10000381.SH,华夏上证50ETF期权1508认购1.80,OP510050.SH,ETF期权,1.8,20150826,20150826,购
10000382.SH,华夏上证50ETF期权1508认购1.85,OP510050.SH,ETF期权,1.85,20150826,20150826,购
10000383.SH,华夏上证50ETF期权1508认购1.90,OP510050.SH,ETF期权,1.9,20150826,20150826,购
10000384.SH,华夏上证50ETF期权1508认沽1.80,OP510050.SH,ETF期权,1.8,20150826,20150826,沽
10000385.SH,华夏上证50ETF期权1508认沽1.85,OP510050.SH,ETF期权,1.85,20150826,20150826,沽
10000386.SH,华夏上证50ETF期权1508认沽1.90,OP510050.SH,ETF期权,1.9,20150826,20150826,沽
10000387.SH,华夏上证50ETF期权1509认购1.80,OP510050.SH,ETF期权,1.8,20150826,20150923,购
10000388.SH,华夏上证50ETF期权1509认购1.85,OP510050.SH,ETF期权,1.85,20150826,20150923,购
10000389.SH,华夏上证50ETF期权1509认购1.90,OP510050.SH,ETF期权,1.9,20150826,20150923,购
10000390.SH,华夏上证50ETF期权1509认沽1.80,OP510050.SH,ETF期权,1.8,20150826,20150923,沽
10000391.SH,华夏上证50ETF期权1509认沽1.85,OP510050.SH,ETF期权,1.85,20150826,20150923,沽
10000392.SH,华夏上证50ETF期权1509认沽1.90,OP510050.SH,ETF期权,1.9,20150826,20150923,沽
10000393.SH,华夏上证50ETF期权1512认购1.80,OP510050.SH,ETF期权,1.8,20150826,20151223,购
10000394.SH,华夏上证50ETF期权1512认购1.85,OP510050.SH,ETF期权,1.85,20150826,20151223,购
10000395.SH,华夏上证50ETF期权1512认购1.90,OP510050.SH,ETF期权,1.9,20150826,20151223,购
10000396.SH,华夏上证50ETF期权1512认沽1.80,OP510050.SH,ETF期权,1.8,20150826,20151223,沽
10000397.SH,华夏上证50ETF期权1512认沽1.85,OP510050.SH,ETF期权,1.85,20150826,20151223,沽
10000398.SH,华夏上证50ETF期权1512认沽1.90,OP510050.SH,ETF期权,1.9,20150826,20151223,沽
10000399.SH,华夏上证50ETF期权1603认购1.80,OP510050.SH,ETF期权,1.8,20150826,20160323,购
10000400.SH,华夏上证50ETF期权1603认购1.85,OP510050.SH,ETF期权,1.85,20150826,20160323,购
10000401.SH,华夏上证50ETF期权1603认购1.90,OP510050.SH,ETF期权,1.9,20150826,20160323,购
10000402.SH,华夏上证50ETF期权1603认沽1.80,OP510050.SH,ETF期权,1.8,20150826,20160323,沽
10000403.SH,华夏上证50ETF期权1603认沽1.85,OP510050.SH,ETF期权,1.85,20150826,20160323,沽
10000404.SH,华夏上证50ETF期权1603认沽1.90,OP510050.SH,ETF期权,1.9,20150826,20160323,沽
10000405.SH,华夏上证50ETF期权1510认购1.85,OP510050.SH,ETF期权,1.85,20150827,20151028,购
10000406.SH,华夏上证50ETF期权1510认购1.90,OP510050.SH,ETF期权,1.9,20150827,20151028,购
10000407.SH,华夏上证50ETF期权1510认购1.95,OP510050.SH,ETF期权,1.95,20150827,20151028,购
10000408.SH,华夏上证50ETF期权1510认购2.00,OP510050.SH,ETF期权,2,20150827,20151028,购
10000409.SH,华夏上证50ETF期权1510认购2.05,OP510050.SH,ETF期权,2.05,20150827,20151028,购
10000410.SH,华夏上证50ETF期权1510认沽1.85,OP510050.SH,ETF期权,1.85,20150827,20151028,沽
10000411.SH,华夏上证50ETF期权1510认沽1.90,OP510050.SH,ETF期权,1.9,20150827,20151028,沽
10000412.SH,华夏上证50ETF期权1510认沽1.95,OP510050.SH,ETF期权,1.95,20150827,20151028,沽
10000413.SH,华夏上证50ETF期权1510认沽2.00,OP510050.SH,ETF期权,2,20150827,20151028,沽
10000414.SH,华夏上证50ETF期权1510认沽2.05,OP510050.SH,ETF期权,2.05,20150827,20151028,沽
10000415.SH,华夏上证50ETF期权1510认购2.10,OP510050.SH,ETF期权,2.1,20150828,20151028,购
10000416.SH,华夏上证50ETF期权1510认购2.15,OP510050.SH,ETF期权,2.15,20150828,20151028,购
10000417.SH,华夏上证50ETF期权1510认购2.20,OP510050.SH,ETF期权,2.2,20150828,20151028,购
10000418.SH,华夏上证50ETF期权1510认沽2.10,OP510050.SH,ETF期权,2.1,20150828,20151028,沽
10000419.SH,华夏上证50ETF期权1510认沽2.15,OP510050.SH,ETF期权,2.15,20150828,20151028,沽
10000420.SH,华夏上证50ETF期权1510认沽2.20,OP510050.SH,ETF期权,2.2,20150828,20151028,沽
10000421.SH,华夏上证50ETF期权1510认购2.25,OP510050.SH,ETF期权,2.25,20150831,20151028,购
10000422.SH,华夏上证50ETF期权1510认沽2.25,OP510050.SH,ETF期权,2.25,20150831,20151028,沽
10000423.SH,华夏上证50ETF期权1510认购2.30,OP510050.SH,ETF期权,2.3,20150901,20151028,购
10000424.SH,华夏上证50ETF期权1510认沽2.30,OP510050.SH,ETF期权,2.3,20150901,20151028,沽
10000425.SH,华夏上证50ETF期权1510认购2.35,OP510050.SH,ETF期权,2.35,20150902,20151028,购
10000426.SH,华夏上证50ETF期权1510认沽2.35,OP510050.SH,ETF期权,2.35,20150902,20151028,沽
10000427.SH,华夏上证50ETF期权1511认购2.10,OP510050.SH,ETF期权,2.1,20150924,20151125,购
10000428.SH,华夏上证50ETF期权1511认购2.15,OP510050.SH,ETF期权,2.15,20150924,20151125,购
10000429.SH,华夏上证50ETF期权1511认购2.20,OP510050.SH,ETF期权,2.2,20150924,20151125,购
10000430.SH,华夏上证50ETF期权1511认购2.25,OP510050.SH,ETF期权,2.25,20150924,20151125,购
10000431.SH,华夏上证50ETF期权1511认购2.30,OP510050.SH,ETF期权,2.3,20150924,20151125,购
10000432.SH,华夏上证50ETF期权1511认沽2.10,OP510050.SH,ETF期权,2.1,20150924,20151125,沽
10000433.SH,华夏上证50ETF期权1511认沽2.15,OP510050.SH,ETF期权,2.15,20150924,20151125,沽
10000434.SH,华夏上证50ETF期权1511认沽2.20,OP510050.SH,ETF期权,2.2,20150924,20151125,沽
10000435.SH,华夏上证50ETF期权1511认沽2.25,OP510050.SH,ETF期权,2.25,20150924,20151125,沽
10000436.SH,华夏上证50ETF期权1511认沽2.30,OP510050.SH,ETF期权,2.3,20150924,20151125,沽
10000437.SH,华夏上证50ETF期权1511认购2.05,OP510050.SH,ETF期权,2.05,20150928,20151125,购
10000438.SH,华夏上证50ETF期权1511认沽2.05,OP510050.SH,ETF期权,2.05,20150928,20151125,沽
10000439.SH,华夏上证50ETF期权1510认购2.40,OP510050.SH,ETF期权,2.4,20151013,20151028,购
10000440.SH,华夏上证50ETF期权1510认沽2.40,OP510050.SH,ETF期权,2.4,20151013,20151028,沽
10000441.SH,华夏上证50ETF期权1511认购2.35,OP510050.SH,ETF期权,2.35,20151013,20151125,购
10000442.SH,华夏上证50ETF期权1511认购2.40,OP510050.SH,ETF期权,2.4,20151013,20151125,购
10000443.SH,华夏上证50ETF期权1511认沽2.35,OP510050.SH,ETF期权,2.35,20151013,20151125,沽
10000444.SH,华夏上证50ETF期权1511认沽2.40,OP510050.SH,ETF期权,2.4,20151013,20151125,沽
10000445.SH,华夏上证50ETF期权1510认购2.45,OP510050.SH,ETF期权,2.45,20151021,20151028,购
10000446.SH,华夏上证50ETF期权1510认沽2.45,OP510050.SH,ETF期权,2.45,20151021,20151028,沽
10000447.SH,华夏上证50ETF期权1511认购2.45,OP510050.SH,ETF期权,2.45,20151021,20151125,购
10000448.SH,华夏上证50ETF期权1511认沽2.45,OP510050.SH,ETF期权,2.45,20151021,20151125,沽
10000449.SH,华夏上证50ETF期权1606认购2.20,OP510050.SH,ETF期权,2.2,20151029,20160622,购
10000450.SH,华夏上证50ETF期权1606认购2.25,OP510050.SH,ETF期权,2.25,20151029,20160622,购
10000451.SH,华夏上证50ETF期权1606认购2.30,OP510050.SH,ETF期权,2.3,20151029,20160622,购
10000452.SH,华夏上证50ETF期权1606认购2.35,OP510050.SH,ETF期权,2.35,20151029,20160622,购
10000453.SH,华夏上证50ETF期权1606认购2.40,OP510050.SH,ETF期权,2.4,20151029,20160622,购
10000454.SH,华夏上证50ETF期权1606认沽2.20,OP510050.SH,ETF期权,2.2,20151029,20160622,沽
10000455.SH,华夏上证50ETF期权1606认沽2.25,OP510050.SH,ETF期权,2.25,20151029,20160622,沽
10000456.SH,华夏上证50ETF期权1606认沽2.30,OP510050.SH,ETF期权,2.3,20151029,20160622,沽
10000457.SH,华夏上证50ETF期权1606认沽2.35,OP510050.SH,ETF期权,2.35,20151029,20160622,沽
10000458.SH,华夏上证50ETF期权1606认沽2.40,OP510050.SH,ETF期权,2.4,20151029,20160622,沽
